activity_date,user_id,value
2023-11-18,17.0,2870
2023-11-19,8.0,11745
2023-11-16,58.0,11039
2023-11-17,58.0,11933
2023-11-17,26.0,5168
2023-11-18,28.0,3705
2023-11-18,58.0,13257
2023-11-18,26.0,7753
2023-11-19,97.0,11259
2023-11-19,28.0,3107
2023-11-19,52.0,11046
2023-11-19,44.0,4963
2023-11-19,17.0,2425
2023-11-19,61.0,13819
2023-11-16,25.0,16053
2023-11-19,36.0,11393
2023-11-19,49.0,8109
2023-11-19,100.0,20735
2023-11-19,58.0,16527
2023-11-19,30.0,9429
2023-11-19,67.0,415
2023-11-19,80.0,10404
2023-11-19,78.0,6548
2023-11-19,31.0,6182
2023-11-19,37.0,15219
2023-11-19,48.0,9137
2023-11-19,5.0,2314
2023-11-20,97.0,9844
2023-11-20,52.0,9403
2023-11-20,8.0,4255
2023-11-17,25.0,15200
2023-11-18,25.0,21364
2023-11-19,25.0,6754
2023-11-19,26.0,502
2023-11-20,58.0,19727
2023-11-20,36.0,13858
2023-11-20,5.0,10867
2023-11-20,48.0,2962
2023-11-20,17.0,3328
2023-11-20,61.0,16062
2023-11-20,49.0,7791
2023-11-20,31.0,6766
2023-11-18,30.0,11959
2023-11-20,25.0,20390
2023-11-20,30.0,8903
2023-11-20,28.0,180
2023-11-20,100.0,5133
2023-11-20,80.0,9954
2023-11-20,67.0,1286
2023-11-20,78.0,3856
2023-11-20,44.0,2768
2023-11-20,26.0,5584
2023-11-20,37.0,26254
2023-11-21,31.0,10180
2023-11-21,52.0,8823
2023-11-21,97.0,6288
2023-11-21,36.0,10118
2023-11-21,17.0,4273
2023-11-21,61.0,16222
2023-11-21,5.0,3699
2023-11-21,48.0,8438
2023-11-21,78.0,2938
2023-11-11,1.0,100
2023-11-21,8.0,3125
2023-11-21,49.0,11110
2023-11-21,26.0,913
2023-11-21,37.0,26219
2023-11-21,44.0,19244
2023-11-21,101.0,19245
2023-11-21,80.0,8303
2023-11-21,67.0,2210
2023-11-21,30.0,5194
2023-11-21,25.0,13955
2023-11-21,58.0,6561
2023-11-21,28.0,1536
2023-11-21,100.0,10607
2023-11-22,52.0,102
2023-11-22,31.0,1325
2023-11-01,60.0,10064
2023-11-01,18.0,4962
2023-11-01,9.0,10984
2023-11-01,85.0,15640
2023-11-01,29.0,1529
2023-11-01,96.0,5840
2023-11-01,7.0,3560
2023-11-01,13.0,8102
2023-11-01,94.0,12178
2023-11-01,46.0,5760
2023-11-01,40.0,2231
2023-11-01,43.0,14168
2023-11-01,10.0,15165
2023-11-01,54.0,7724
2023-11-01,84.0,3960
2023-11-01,91.0,8003
2023-11-01,45.0,9596
2023-11-01,64.0,3237
2023-11-01,76.0,5984
2023-11-01,95.0,4631
2023-11-01,16.0,8056
2023-11-01,32.0,21035
2023-11-02,60.0,10042
2023-11-02,85.0,12292
2023-11-01,6.0,1400
2023-11-01,12.0,11845
2023-11-02,6.0,4522
2023-11-02,12.0,15950
2023-11-02,9.0,8320
2023-11-02,94.0,12985
2023-11-02,46.0,25149
2023-11-02,91.0,7229
2023-11-02,96.0,7538
2023-11-01,56.0,5933
2023-11-02,18.0,9842
2023-11-02,45.0,26834
2023-11-02,7.0,2075
2023-11-02,76.0,9095
2023-11-02,13.0,8311
2023-11-02,95.0,4169
2023-11-02,16.0,3732
2023-11-02,51.0,18151
2023-11-02,54.0,12871
2023-11-02,10.0,6973
2023-11-02,84.0,8287
2023-11-02,29.0,8108
2023-11-03,46.0,13786
2023-11-01,98.0,12036
2023-11-02,56.0,8238
2023-11-02,98.0,8912
2023-11-03,96.0,12714
2023-11-03,91.0,7845
2023-11-03,60.0,10031
2023-11-03,9.0,12359
2023-11-03,94.0,15266
2023-11-03,18.0,24662
2023-11-03,76.0,7074
2023-11-03,85.0,14012
2023-11-03,84.0,11123
2023-11-03,56.0,7416
2023-11-03,29.0,6681
2023-11-03,98.0,12640
2023-11-03,54.0,17058
2023-11-03,13.0,2127
2023-11-03,16.0,1684
2023-11-03,95.0,13073
2023-11-03,45.0,25726
2023-11-03,64.0,7003
2023-11-03,7.0,4420
2023-11-04,9.0,12859
2023-11-04,64.0,6388
2023-11-04,18.0,20417
2023-11-04,40.0,3896
2023-11-04,13.0,7825
2023-11-04,94.0,14073
2023-11-04,60.0,10038
2023-11-04,96.0,13571
2023-11-04,91.0,13639
2023-11-04,84.0,10963
2023-11-01,51.0,18655
2023-11-01,39.0,16715
2023-11-02,40.0,8466
2023-11-02,64.0,7827
2023-11-02,32.0,6446
2023-11-03,10.0,5760
2023-11-03,51.0,19984
2023-11-03,40.0,8426
2023-11-04,76.0,8914
2023-11-04,7.0,3121
2023-11-04,95.0,5116
2023-11-04,16.0,5518
2023-11-04,54.0,7079
2023-11-04,29.0,6471
2023-11-04,56.0,11004
2023-11-05,60.0,10309
2023-11-05,9.0,10110
2023-11-05,18.0,6232
2023-11-03,32.0,4837
2023-11-04,51.0,4737
2023-11-04,32.0,19445
2023-11-05,29.0,8354
2023-11-05,91.0,12278
2023-11-05,96.0,2771
2023-11-05,94.0,13442
2023-11-05,95.0,5558
2023-11-05,39.0,353
2023-11-03,6.0,7807
2023-11-04,85.0,16377
2023-11-04,45.0,18638
2023-11-05,84.0,3358
2023-11-05,98.0,9677
2023-11-05,64.0,3622
2023-11-05,56.0,6030
2023-11-05,46.0,3264
2023-11-05,54.0,7642
2023-11-05,13.0,9189
2023-11-05,32.0,19642
2023-11-05,16.0,5252
2023-11-05,51.0,20468
2023-11-05,45.0,614
2023-11-05,7.0,2518
2023-11-05,76.0,7550
2023-11-06,60.0,11705
2023-11-04,6.0,487
2023-11-05,85.0,3965
2023-11-05,6.0,1695
2023-11-06,13.0,4862
2023-11-06,9.0,11514
2023-11-06,94.0,11555
2023-11-06,18.0,8570
2023-11-06,91.0,10493
2023-11-06,54.0,7868
2023-11-06,46.0,6404
2023-11-01,57.0,5770
2023-11-02,43.0,23325
2023-11-06,51.0,19006
2023-11-06,95.0,9659
2023-11-06,16.0,5415
2023-11-06,32.0,26505
2023-11-06,64.0,5330
2023-11-06,7.0,3546
2023-11-06,45.0,22647
2023-11-06,96.0,5407
2023-11-06,29.0,872
2023-11-06,98.0,10407
2023-11-06,56.0,8109
2023-11-06,84.0,4492
2023-11-07,60.0,11390
2023-11-02,57.0,1368
2023-11-03,57.0,1320
2023-11-03,43.0,13175
2023-11-04,43.0,10845
2023-11-04,57.0,708
2023-11-05,57.0,16134
2023-11-05,43.0,7659
2023-11-06,6.0,1043
2023-11-06,43.0,10513
2023-11-06,57.0,2161
2023-11-07,94.0,12409
2023-11-07,13.0,9241
2023-11-07,18.0,21764
2023-11-07,96.0,6261
2023-11-07,57.0,2398
2023-11-04,98.0,8397
2023-11-06,85.0,5476
2023-11-07,46.0,6796
2023-11-07,9.0,9720
2023-11-07,32.0,28773
2023-11-07,16.0,9786
2023-11-07,95.0,13587
2023-11-07,40.0,7697
2023-11-07,45.0,24002
2023-11-07,76.0,7776
2023-11-07,7.0,3797
2023-11-07,64.0,6591
2023-11-07,6.0,5999
2023-11-07,84.0,3448
2023-11-07,56.0,6571
2023-11-07,98.0,15881
2023-11-07,91.0,11667
2023-11-07,29.0,9867
2023-11-07,54.0,6874
2023-11-08,94.0,12229
2023-11-08,60.0,9274
2023-11-07,85.0,7949
2023-11-08,95.0,2554
2023-11-08,9.0,1610
2023-11-08,39.0,15870
2023-11-08,29.0,7799
2023-11-08,91.0,10447
2023-11-08,96.0,6307
2023-11-08,46.0,13430
2023-11-03,12.0,10536
2023-11-02,39.0,15490
2023-11-03,39.0,18339
2023-11-04,39.0,26075
2023-11-04,10.0,4032
2023-11-05,10.0,4815
2023-11-07,51.0,21869
2023-11-08,16.0,3135
2023-11-08,32.0,26079
2023-11-08,45.0,24111
2023-11-08,40.0,7686
2023-11-08,18.0,14718
2023-11-08,7.0,3415
2023-11-08,76.0,6890
2023-11-08,6.0,5943
2023-11-08,64.0,6056
2023-11-08,56.0,7295
2023-11-08,98.0,7793
2023-11-08,57.0,6572
2023-11-08,85.0,14818
2023-11-09,46.0,10387
2023-11-09,60.0,10599
2023-11-04,12.0,3496
2023-11-05,12.0,7170
2023-11-06,12.0,9205
2023-11-06,10.0,14918
2023-11-07,12.0,10510
2023-11-07,10.0,7829
2023-11-08,51.0,16141
2023-11-08,12.0,7671
2023-11-08,10.0,9499
2023-11-09,91.0,13891
2023-11-09,84.0,12385
2023-11-09,85.0,9900
2023-11-09,94.0,13228
2023-11-06,76.0,6314
2023-11-08,84.0,10590
2023-11-09,29.0,10070
2023-11-09,96.0,11107
2023-11-09,98.0,9166
2023-11-09,56.0,9735
2023-11-09,10.0,10250
2023-11-09,57.0,5835
2023-11-09,9.0,8410
2023-11-09,95.0,10586
2023-11-09,16.0,3804
2023-11-09,32.0,16961
2023-11-09,6.0,6206
2023-11-09,64.0,7035
2023-11-09,76.0,5088
2023-11-09,18.0,20393
2023-11-09,45.0,26312
2023-11-09,40.0,10466
2023-11-10,46.0,23666
2023-11-10,96.0,4534
2023-11-10,91.0,9577
2023-11-10,84.0,4718
2023-11-10,57.0,1206
2023-11-10,60.0,10165
2023-11-10,95.0,10063
2023-11-10,32.0,1249
2023-11-10,16.0,16041
2023-11-10,94.0,11796
2023-11-10,64.0,5594
2023-11-10,40.0,10910
2023-11-07,43.0,17939
2023-11-08,13.0,8391
2023-11-08,54.0,8611
2023-11-09,54.0,10517
2023-11-09,51.0,16196
2023-11-09,12.0,19577
2023-11-10,85.0,4857
2023-11-10,98.0,13103
2023-11-10,10.0,8185
2023-11-10,9.0,11360
2023-11-10,76.0,6918
2023-11-10,45.0,24365
2023-11-10,18.0,16871
2023-11-11,60.0,14991
2023-11-11,76.0,9401
2023-11-08,43.0,11351
2023-11-09,43.0,9568
2023-11-09,13.0,8396
2023-11-10,54.0,7113
2023-11-10,43.0,7813
2023-11-10,51.0,14549
2023-11-10,13.0,8506
2023-11-10,12.0,8189
2023-11-11,43.0,16026
2023-11-11,40.0,12772
2023-11-11,18.0,9980
2023-11-11,94.0,12165
2023-11-11,16.0,24261
2023-11-11,13.0,14662
2023-11-05,40.0,2744
2023-11-06,39.0,25730
2023-11-06,40.0,9197
2023-11-07,39.0,19162
2023-11-09,39.0,11868
2023-11-10,56.0,7448
2023-11-10,6.0,7838
2023-11-11,46.0,8496
2023-11-11,57.0,6524
2023-11-11,85.0,4486
2023-11-11,54.0,8500
2023-11-11,98.0,11047
2023-11-11,29.0,12463
2023-11-11,91.0,10589
2023-11-11,64.0,5594
2023-11-11,95.0,9293
2023-11-11,32.0,15201
2023-11-11,9.0,11017
2023-11-11,51.0,12697
2023-11-12,60.0,16073
2023-11-12,45.0,1986
2023-11-12,18.0,7078
2023-11-12,13.0,6412
2023-11-11,56.0,12493
2023-11-11,6.0,19982
2023-11-12,57.0,173
2023-11-12,46.0,2163
2023-11-12,91.0,9099
2023-11-12,64.0,629
2023-11-12,39.0,297
2023-11-12,32.0,3115
2023-11-12,94.0,12636
2023-11-11,84.0,3241
2023-11-11,45.0,18340
2023-11-12,85.0,3969
2023-11-12,56.0,6205
2023-11-12,98.0,11644
2023-11-12,76.0,7918
2023-11-12,6.0,19033
2023-11-12,95.0,987
2023-11-12,16.0,133
2023-11-12,9.0,11232
2023-11-12,51.0,11885
2023-11-13,18.0,17912
2023-11-11,10.0,4692
2023-11-12,10.0,6941
2023-11-12,84.0,6313
2023-11-12,29.0,115
2023-11-13,85.0,13079
2023-11-13,60.0,8948
2023-11-13,57.0,2237
2023-11-13,96.0,6194
2023-11-13,64.0,9748
2023-11-13,9.0,10509
2023-11-13,32.0,3718
2023-11-13,95.0,10275
2023-11-13,94.0,13492
2023-11-12,54.0,13237
2023-11-12,40.0,6266
2023-11-13,46.0,4483
2023-11-13,10.0,5983
2023-11-13,84.0,14737
2023-11-13,56.0,8205
2023-11-13,29.0,988
2023-11-13,98.0,8861
2023-11-13,40.0,9369
2023-11-13,6.0,3831
2023-11-13,76.0,5808
2023-11-13,16.0,2383
2023-11-14,60.0,11088
2023-11-14,6.0,1399
2023-11-14,96.0,5565
2023-11-14,9.0,12108
2023-11-14,18.0,17246
2023-11-14,46.0,6901
2023-11-14,94.0,13425
2023-11-14,57.0,2203
2023-11-14,45.0,22556
2023-11-14,40.0,8853
2023-11-14,32.0,13871
2023-11-09,7.0,2345
2023-11-11,12.0,9451
2023-11-12,43.0,16473
2023-11-13,91.0,9886
2023-11-13,51.0,18834
2023-11-01,38.0,12461
2023-11-01,71.0,10594
2023-11-01,90.0,10424
2023-11-01,20.0,14097
2023-11-01,55.0,671
2023-11-01,22.0,4733
2023-11-01,24.0,10709
2023-11-01,69.0,14220
2023-11-01,2.0,7212
2023-11-01,87.0,6330
2023-11-01,3.0,6045
2023-11-01,70.0,5036
2023-11-01,41.0,11073
2023-11-01,35.0,17629
2023-11-01,23.0,2693
2023-11-01,65.0,7438
2023-11-01,63.0,15568
2023-11-02,90.0,12904
2023-11-02,38.0,13554
2023-11-02,71.0,15422
2023-11-02,24.0,9296
2023-11-01,73.0,3477
2023-11-02,69.0,12252
2023-11-02,35.0,9640
2023-11-02,63.0,5060
2023-11-02,20.0,11583
2023-11-02,2.0,3609
2023-11-02,55.0,12763
2023-11-02,22.0,16992
2023-11-02,70.0,11111
2023-11-02,41.0,12189
2023-11-02,23.0,11483
2023-11-02,65.0,5135
2023-11-02,87.0,9590
2023-11-02,3.0,17988
2023-11-03,69.0,18277
2023-11-03,55.0,1745
2023-11-03,71.0,10189
2023-11-03,22.0,3917
2023-11-03,24.0,9432
2023-11-03,38.0,14063
2023-11-03,90.0,15848
2023-11-03,20.0,18927
2023-11-03,2.0,2753
2023-11-03,70.0,10408
2023-11-03,35.0,7943
2023-11-03,87.0,11666
2023-11-03,3.0,20987
2023-11-03,65.0,11921
2023-11-03,23.0,3611
2023-11-03,41.0,7882
2023-11-04,90.0,12921
2023-11-04,20.0,12371
2023-11-04,71.0,15531
2023-11-04,35.0,13240
2023-11-04,69.0,6559
2023-11-04,2.0,302
2023-11-04,23.0,6685
2023-11-04,63.0,4326
2023-11-04,38.0,8417
2023-11-04,55.0,797
2023-11-04,22.0,1174
2023-11-04,41.0,10966
2023-11-04,70.0,7463
2023-11-04,65.0,3223
2023-11-04,3.0,9621
2023-11-04,87.0,9747
2023-11-04,24.0,5114
2023-11-05,71.0,10223
2023-11-05,90.0,12542
2023-11-05,69.0,14093
2023-11-05,55.0,7
2023-11-05,22.0,7084
2023-11-05,24.0,5868
2023-11-05,87.0,31823
2023-11-05,38.0,5164
2023-11-05,63.0,2803
2023-11-05,20.0,5298
2023-11-05,70.0,12002
2023-11-05,35.0,3047
2023-11-02,73.0,8097
2023-11-03,73.0,6065
2023-11-05,23.0,2210
2023-11-05,3.0,10560
2023-11-05,65.0,3345
2023-11-05,2.0,952
2023-11-05,41.0,24228
2023-11-06,20.0,21867
2023-11-06,35.0,10837
2023-11-06,69.0,13329
2023-11-06,24.0,10290
2023-11-01,59.0,19021
2023-11-02,59.0,4760
2023-11-03,59.0,3988
2023-11-04,59.0,2876
2023-11-05,88.0,4788
2023-11-05,59.0,819
2023-11-06,2.0,7659
2023-11-06,90.0,12415
2023-11-06,65.0,7331
2023-11-06,63.0,10431
2023-11-06,59.0,7758
2023-11-11,59.0,7700
2023-11-06,41.0,16866
2023-11-06,70.0,5602
2023-11-06,55.0,11269
2023-11-06,22.0,1837
2023-11-06,,1800
2023-11-06,71.0,10107
2023-11-06,87.0,11029
2023-11-06,38.0,12986
2023-11-06,23.0,4411
2023-11-06,3.0,20525
2023-11-07,90.0,12100
2023-11-07,69.0,9965
2023-11-07,35.0,10816
2023-11-07,59.0,4308
2023-11-07,71.0,10122
2023-11-07,20.0,13736
2023-11-07,22.0,7810
2023-11-07,55.0,12128
2023-11-07,24.0,7610
2023-11-07,38.0,9909
2023-11-04,73.0,4751
2023-11-05,73.0,642
2023-11-06,73.0,5006
2023-11-07,65.0,3329
2023-11-07,23.0,19138
2023-11-07,2.0,4141
2023-11-07,70.0,7296
2023-11-07,87.0,4070
2023-11-07,3.0,22324
2023-11-08,69.0,8390
2023-11-08,35.0,11831
2023-11-08,71.0,12316
2023-11-08,20.0,24955
2023-11-08,55.0,5100
2023-11-08,24.0,9333
2023-11-08,38.0,12628
2023-11-06,88.0,12289
2023-11-07,41.0,12993
2023-11-08,23.0,6279
2023-11-08,90.0,11390
2023-11-08,63.0,13157
2023-11-08,65.0,8326
2023-11-08,2.0,7757
2023-11-08,70.0,4775
2023-11-08,59.0,9992
2023-11-08,22.0,11819
2023-11-08,3.0,22204
2023-11-09,24.0,4208
2023-11-09,71.0,12714
2023-11-09,20.0,8311
2023-11-09,35.0,10981
2023-11-07,88.0,12260
2023-11-08,88.0,11721
2023-11-08,41.0,9585
2023-11-08,87.0,7067
2023-11-09,55.0,2554
2023-11-09,38.0,11931
2023-11-09,90.0,7936
2023-11-09,2.0,5888
2023-11-09,63.0,30
2023-11-09,69.0,15440
2023-11-09,70.0,5602
2023-11-09,22.0,15570
2023-11-09,3.0,12105
2023-11-09,87.0,14649
2023-11-09,88.0,13364
2023-11-09,23.0,4950
2023-11-09,65.0,10231
2023-11-09,73.0,4416
2023-11-10,71.0,14615
2023-11-10,38.0,17975
2023-11-10,20.0,9370
2023-11-10,90.0,15639
2023-11-10,69.0,13355
2023-11-10,24.0,3590
2023-11-10,22.0,13939
2023-11-10,55.0,1860
2023-11-10,87.0,4014
2023-11-10,2.0,4296
2023-11-07,73.0,2310
2023-11-08,73.0,4021
2023-11-09,41.0,12144
2023-11-10,3.0,10988
2023-11-10,23.0,2670
2023-11-10,65.0,16550
2023-11-10,35.0,8292
2023-11-10,73.0,1819
2023-11-10,70.0,6239
