activity_date,user_id,value
2023-11-11,38.0,5407
2023-11-11,71.0,12050
2023-11-11,69.0,9237
2023-11-11,90.0,14830
2023-11-10,63.0,5447
2023-11-10,41.0,6593
2023-11-11,55.0,4653
2023-11-11,24.0,3911
2023-11-11,73.0,6208
2023-11-11,35.0,6716
2023-11-11,63.0,4600
2023-11-11,23.0,8546
2023-11-11,2.0,250
2023-11-11,20.0,13607
2023-11-11,87.0,10172
2023-11-11,3.0,7672
2023-11-11,22.0,16543
2023-11-11,70.0,10012
2023-11-11,41.0,22066
2023-11-11,65.0,2274
2023-11-12,38.0,5618
2023-11-12,71.0,11381
2023-11-12,24.0,11793
2023-11-12,20.0,13431
2023-11-12,90.0,13226
2023-11-12,69.0,10831
2023-11-12,35.0,11754
2023-11-12,63.0,20
2023-11-12,2.0,1460
2023-11-09,59.0,3764
2023-11-10,88.0,10433
2023-11-12,87.0,5138
2023-11-12,3.0,10984
2023-11-12,73.0,6365
2023-11-12,70.0,6359
2023-11-12,23.0,7355
2023-11-12,65.0,3527
2023-11-13,24.0,4890
2023-11-13,69.0,11015
2023-11-13,20.0,15937
2023-11-13,90.0,16335
2023-11-01,82.0,401
2023-11-02,82.0,4638
2023-11-03,82.0,4119
2023-11-04,82.0,115
2023-11-05,82.0,8
2023-11-06,82.0,861
2023-11-07,82.0,1074
2023-11-08,82.0,745
2023-11-09,82.0,207
2023-11-10,82.0,559
2023-11-10,59.0,1939
2023-11-11,82.0,469
2023-11-11,59.0,2297
2023-11-12,59.0,6848
2023-11-13,82.0,295
2023-11-13,87.0,11850
2023-11-13,38.0,13349
2023-11-13,55.0,8367
2023-11-13,71.0,10022
2023-11-13,73.0,6457
2023-11-13,35.0,9674
2023-11-13,63.0,5250
2023-11-13,88.0,11163
2023-11-13,2.0,7567
2023-11-12,22.0,10969
2023-11-12,41.0,18412
2023-11-13,3.0,10698
2023-11-13,22.0,11550
2023-11-13,70.0,5294
2023-11-13,59.0,3122
2023-11-13,65.0,11296
2023-11-13,23.0,2582
2023-11-14,24.0,6856
2023-11-14,71.0,11994
2023-11-14,69.0,13804
2023-11-14,73.0,10890
2023-11-14,90.0,10016
2023-11-14,20.0,12349
2023-11-14,2.0,2545
2023-11-13,41.0,9501
2023-11-14,41.0,16157
2023-11-14,59.0,7466
2023-11-14,35.0,14952
2023-11-14,65.0,7908
2023-11-14,55.0,12896
2023-11-14,63.0,2775
2023-11-14,38.0,18287
2023-11-14,3.0,16870
2023-11-14,82.0,218
2023-11-14,23.0,10637
2023-11-14,87.0,5443
2023-11-14,70.0,7207
2023-11-14,22.0,21232
2023-11-15,69.0,11345
2023-11-15,71.0,12268
2023-11-15,90.0,17593
2023-11-15,20.0,19400
2023-11-15,35.0,11378
2023-11-15,55.0,4926
2023-11-15,63.0,3456
2023-11-15,38.0,5060
2023-11-15,41.0,13651
2023-11-15,73.0,2713
2023-11-15,24.0,29415
2023-11-15,59.0,5357
2023-11-15,87.0,5825
2023-11-15,23.0,6735
2023-11-15,82.0,831
2023-11-15,65.0,5740
2023-11-15,70.0,5095
2023-11-15,3.0,20842
2023-11-15,2.0,10768
2023-11-16,90.0,12535
2023-11-16,20.0,6993
2023-11-16,35.0,6389
2023-11-16,38.0,10478
2023-11-16,71.0,11935
2023-11-16,69.0,9378
2023-11-16,41.0,11779
2023-11-16,59.0,6829
2023-11-16,2.0,4725
2023-11-16,63.0,7
2023-11-16,23.0,10239
2023-11-16,87.0,8045
2023-11-16,82.0,475
2023-11-16,24.0,20331
2023-11-16,55.0,891
2023-11-16,70.0,7895
2023-11-16,73.0,5075
2023-11-16,65.0,3993
2023-11-17,24.0,22855
2023-11-17,71.0,12460
2023-11-17,73.0,5844
2023-11-17,69.0,14986
2023-11-17,90.0,15614
2023-11-17,20.0,17026
2023-11-14,88.0,2856
2023-11-15,88.0,9465
2023-11-16,88.0,9887
2023-11-17,82.0,441
2023-11-17,87.0,7883
2023-11-17,55.0,549
2023-11-17,35.0,6289
2023-11-17,41.0,7934
2023-11-17,2.0,2663
2023-11-17,63.0,5340
2023-11-17,23.0,4144
2023-11-15,22.0,12454
2023-11-16,3.0,13121
2023-11-16,22.0,13769
2023-11-17,3.0,8344
2023-11-17,22.0,12182
2023-11-17,70.0,10075
2023-11-17,65.0,7740
2023-11-18,22.0,17442
2023-11-18,71.0,10127
2023-11-18,24.0,10095
2023-11-18,90.0,16406
2023-11-18,20.0,7611
2023-11-18,73.0,2561
2023-11-18,69.0,6758
2023-11-17,88.0,9754
2023-11-18,55.0,429
2023-11-18,63.0,15165
2023-11-18,23.0,9410
2023-11-18,65.0,8339
2023-11-18,2.0,2098
2023-11-18,35.0,12990
2023-11-18,41.0,10366
2023-11-17,59.0,13169
2023-11-18,87.0,8293
2023-11-18,82.0,2222
2023-11-18,3.0,11372
2023-11-18,70.0,6353
2023-11-19,22.0,6941
2023-11-19,71.0,10831
2023-11-19,24.0,11092
2023-11-19,2.0,1400
2023-11-18,59.0,10814
2023-11-19,55.0,7
2023-11-19,23.0,2698
2023-11-14,95.0,10915
2023-11-13,54.0,9287
2023-11-14,29.0,2836
2023-11-14,10.0,12062
2023-11-14,54.0,10355
2023-11-14,64.0,5159
2023-11-14,98.0,19311
2023-11-14,76.0,4862
2023-11-14,84.0,8788
2023-11-14,56.0,7579
2023-11-14,16.0,3500
2023-11-14,85.0,1622
2023-11-15,46.0,21208
2023-11-10,7.0,1168
2023-11-11,7.0,3644
2023-11-12,7.0,1835
2023-11-12,12.0,3721
2023-11-13,43.0,13268
2023-11-13,12.0,9452
2023-11-13,7.0,2149
2023-11-14,91.0,11618
2023-11-14,12.0,5345
2023-11-14,7.0,1383
2023-11-14,43.0,14850
2023-11-15,18.0,14868
2023-11-15,9.0,5880
2023-11-15,94.0,13489
2023-11-15,60.0,11986
2023-11-15,39.0,23338
2023-11-15,29.0,6414
2023-11-15,91.0,17369
2023-11-15,64.0,8881
2023-11-15,96.0,7807
2023-11-15,76.0,7080
2023-11-15,98.0,14538
2023-11-10,29.0,6778
2023-11-13,13.0,6297
2023-11-13,45.0,25602
2023-11-14,51.0,12301
2023-11-15,56.0,7878
2023-11-15,84.0,15918
2023-11-15,57.0,5991
2023-11-15,85.0,10937
2023-11-15,95.0,6934
2023-11-15,16.0,11845
2023-11-15,40.0,6250
2023-11-15,32.0,6023
2023-11-15,10.0,11365
2023-11-15,54.0,9815
2023-11-15,12.0,5925
2023-11-15,7.0,971
2023-11-16,60.0,7959
2023-11-14,13.0,5984
2023-11-15,13.0,10598
2023-11-15,51.0,19226
2023-11-16,76.0,6708
2023-11-16,6.0,2582
2023-11-16,12.0,15182
2023-11-16,18.0,17170
2023-11-16,51.0,15976
2023-11-16,94.0,9210
2023-11-16,13.0,5341
2023-11-16,9.0,16824
2023-11-16,46.0,23414
2023-11-16,98.0,7072
2023-11-16,29.0,10598
2023-11-16,91.0,13455
2023-11-10,39.0,28001
2023-11-11,39.0,27366
2023-11-13,39.0,22889
2023-11-14,39.0,19358
2023-11-15,43.0,11895
2023-11-16,7.0,3702
2023-11-16,39.0,23154
2023-11-16,64.0,8120
2023-11-16,45.0,23919
2023-11-16,95.0,5177
2023-11-16,32.0,7928
2023-11-16,16.0,5507
2023-11-16,54.0,8557
2023-11-16,10.0,14322
2023-11-16,57.0,6438
2023-11-16,96.0,10347
2023-11-16,56.0,7810
2023-11-16,84.0,8210
2023-11-17,60.0,10199
2023-11-17,46.0,2745
2023-11-17,6.0,9801
2023-11-17,18.0,19349
2023-11-17,9.0,9349
2023-11-16,40.0,6875
2023-11-16,43.0,20492
2023-11-17,29.0,1170
2023-11-17,91.0,8717
2023-11-17,64.0,9748
2023-11-17,12.0,10548
2023-11-17,40.0,8922
2023-11-17,51.0,10535
2023-11-17,94.0,12970
2023-11-17,13.0,6306
2023-11-15,45.0,20970
2023-11-16,85.0,9592
2023-11-17,10.0,9130
2023-11-17,54.0,13457
2023-11-17,57.0,7527
2023-11-17,98.0,6547
2023-11-17,96.0,7073
2023-11-17,84.0,8515
2023-11-17,56.0,7461
2023-11-17,7.0,5381
2023-11-17,76.0,8197
2023-11-17,45.0,23015
2023-11-17,16.0,3762
2023-11-17,95.0,11012
2023-11-18,18.0,8028
2023-11-17,85.0,10147
2023-11-18,98.0,9766
2023-11-18,29.0,1703
2023-11-18,60.0,6285
2023-11-18,46.0,4957
2023-11-18,10.0,8162
2023-11-18,94.0,12221
2023-11-18,13.0,5016
2023-11-18,9.0,16139
2023-11-18,6.0,2495
2023-11-18,91.0,9386
2023-11-18,64.0,7521
2023-11-18,56.0,7500
2023-11-18,84.0,12789
2023-11-18,57.0,2333
2023-11-18,54.0,10068
2023-11-18,95.0,5901
2023-11-18,32.0,6192
2023-11-18,16.0,4771
2023-11-18,51.0,3150
2023-11-18,45.0,21473
2023-11-18,40.0,17925
2023-11-18,7.0,5250
2023-11-18,76.0,11448
2023-11-19,60.0,5772
2023-11-19,18.0,2140
2023-11-19,91.0,7884
2023-11-19,57.0,1598
2023-11-19,9.0,12292
2023-11-19,94.0,12107
2023-11-19,40.0,1566
2023-11-19,6.0,19835
2023-11-17,32.0,10734
2023-11-18,12.0,8391
2023-11-18,85.0,10045
2023-11-19,98.0,7034
2023-11-19,10.0,9205
2023-11-19,56.0,6304
2023-11-19,46.0,5230
2023-11-19,54.0,4445
2023-11-19,13.0,6455
2023-11-19,95.0,6756
2023-11-19,32.0,8640
2023-11-19,16.0,3541
2023-11-19,45.0,8147
2023-11-19,64.0,1148
2023-11-19,7.0,3952
2023-11-19,76.0,9929
2023-11-20,91.0,14626
2023-11-20,18.0,15814
2023-11-19,29.0,347
2023-11-19,85.0,6806
2023-11-19,12.0,18505
2023-11-20,60.0,10036
2023-11-20,96.0,1599
2023-11-20,29.0,839
2023-11-20,6.0,1218
2023-11-20,13.0,7495
2023-11-20,94.0,12060
2023-11-17,43.0,10049
2023-11-17,39.0,19572
2023-11-18,39.0,31312
2023-11-19,84.0,3762
2023-11-19,51.0,16000
2023-11-19,39.0,5471
2023-11-20,46.0,3564
2023-11-20,85.0,10341
2023-11-20,57.0,2473
2023-11-20,10.0,8466
2023-11-20,54.0,7386
2023-11-20,56.0,7449
2023-11-20,98.0,8909
2023-11-20,40.0,7633
2023-11-20,45.0,25387
2023-11-20,64.0,5539
2023-11-20,12.0,8347
2023-11-20,39.0,30178
2023-11-20,76.0,6516
2023-11-20,7.0,3146
2023-11-20,9.0,9021
2023-11-20,32.0,26409
2023-11-20,16.0,21273
2023-11-20,95.0,5848
2023-11-21,18.0,13596
2023-11-21,45.0,29641
2023-11-21,60.0,9451
2023-11-18,43.0,10283
2023-11-19,43.0,7711
2023-11-20,43.0,11120
2023-11-20,84.0,2939
2023-11-20,51.0,15099
2023-11-21,39.0,3964
2023-11-21,6.0,818
2023-11-21,64.0,7111
2023-11-21,12.0,6979
2023-11-21,7.0,5505
2023-11-21,76.0,4883
2023-11-21,40.0,6838
2023-11-21,51.0,18290
2023-11-21,9.0,13669
2023-11-21,13.0,7536
2023-11-21,94.0,14272
2023-11-21,32.0,29691
2023-11-21,16.0,2452
2023-11-21,95.0,3367
2023-11-21,54.0,10929
2023-11-21,10.0,7496
2023-11-21,46.0,5065
2023-11-21,57.0,2086
2023-11-21,43.0,18884
2023-11-21,85.0,5671
2023-11-21,29.0,10362
2023-11-21,96.0,10070
2023-11-21,91.0,14752
2023-11-21,98.0,16599
2023-11-21,84.0,4212
2023-11-21,56.0,7303
2023-11-22,60.0,22
2023-11-19,69.0,8348
2023-11-19,70.0,5289
2023-11-19,59.0,6381
2023-11-19,35.0,12716
2023-11-17,38.0,10674
2023-11-18,88.0,7035
2023-11-19,65.0,5177
2023-11-19,73.0,716
2023-11-19,87.0,11676
2023-11-19,82.0,307
2023-11-19,3.0,7950
2023-11-19,63.0,4102
2023-11-19,20.0,10539
2023-11-19,41.0,22500
2023-11-20,71.0,13951
2023-11-20,69.0,10265
2023-11-18,38.0,6271
2023-11-19,38.0,4067
2023-11-19,88.0,3881
2023-11-20,82.0,1166
2023-11-20,38.0,9959
2023-11-20,55.0,6435
2023-11-20,24.0,9321
2023-11-20,59.0,7831
2023-11-20,41.0,14841
2023-11-20,65.0,13406
2023-11-20,23.0,12797
2023-11-20,88.0,10028
2023-11-20,2.0,8021
2023-11-20,20.0,11722
2023-11-19,90.0,12004
2023-11-20,87.0,5116
2023-11-20,3.0,11843
2023-11-20,22.0,8394
2023-11-20,73.0,7492
2023-11-20,70.0,8336
2023-11-20,35.0,11428
2023-11-20,63.0,9120
2023-11-21,59.0,13491
2023-11-21,69.0,17932
2023-11-21,73.0,3109
2023-11-21,20.0,10526
2023-11-21,2.0,2826
2023-11-21,71.0,13124
2023-11-20,90.0,16256
2023-11-21,41.0,13633
2023-11-21,35.0,16415
2023-11-21,70.0,9063
2023-11-21,88.0,10060
2023-11-21,90.0,10116
2023-11-21,65.0,5473
2023-11-21,23.0,4424
2023-11-21,63.0,4962
2023-11-21,3.0,11351
2023-11-21,82.0,1062
2023-11-21,87.0,5227
2023-11-21,38.0,10365
2023-11-21,24.0,9854
2023-11-21,55.0,12903
2023-11-21,22.0,8122
2023-11-22,38.0,7
2023-11-22,24.0,46
2023-11-22,71.0,37
2023-11-22,59.0,14
2023-11-22,73.0,321
2023-11-22,90.0,1585
2023-11-01,62.0,2653
2023-11-01,75.0,13718
2023-11-01,11.0,8425
2023-11-01,89.0,357
2023-11-01,21.0,13596
2023-11-01,74.0,23546
2023-11-01,50.0,3552
2023-11-01,72.0,4418
2023-11-01,14.0,2008
2023-11-01,83.0,6379
2023-11-01,81.0,12086
2023-11-01,42.0,6255
2023-11-01,4.0,10084
2023-11-01,34.0,1980
2023-11-01,53.0,6413
2023-11-01,93.0,14212
2023-11-01,66.0,12796
2023-11-01,19.0,8119
2023-11-01,27.0,8123
2023-11-01,47.0,3615
2023-11-01,15.0,4238
2023-11-01,77.0,8453
2023-11-01,79.0,12350
2023-11-02,21.0,8032
2023-11-01,68.0,8772
2023-11-02,66.0,9442
2023-11-02,74.0,23367
2023-11-02,81.0,4462
2023-11-02,50.0,3615
2023-11-02,79.0,7339
2023-11-02,14.0,342
2023-11-02,83.0,5413
2023-11-02,62.0,6878
2023-11-02,75.0,6940
2023-11-02,11.0,7335
2023-11-02,53.0,4110
2023-11-02,19.0,8741
2023-11-02,27.0,5392
2023-11-02,47.0,6897
2023-11-02,15.0,4025
2023-11-02,77.0,912
2023-11-02,42.0,5465
2023-11-02,68.0,8784
2023-11-02,34.0,1693
2023-11-02,93.0,13071
2023-11-03,74.0,20670
2023-11-01,33.0,11575
2023-11-02,33.0,14262
2023-11-03,75.0,19315
2023-11-03,33.0,10499
2023-11-03,4.0,4930
2023-11-03,15.0,5756
2023-11-03,77.0,596
2023-11-03,50.0,3440
2023-11-03,79.0,9548
2023-11-03,14.0,53
2023-11-03,83.0,8976
2023-11-03,1.0,3690
2023-11-03,19.0,12330
2023-11-03,27.0,7109
2023-11-01,92.0,13643
2023-11-02,4.0,13993
2023-11-03,81.0,8722
2023-11-03,11.0,7292
2023-11-03,34.0,4159
2023-11-03,93.0,13444
2023-11-03,42.0,5953
2023-11-03,68.0,13189
2023-11-03,47.0,7709
2023-11-03,66.0,12192
2023-11-04,74.0,9256
2023-11-04,79.0,5800
2023-11-04,15.0,6503
2023-11-04,4.0,8576
2023-11-01,86.0,13618
2023-11-02,92.0,5785
2023-11-02,86.0,6800
2023-11-02,89.0,4489
2023-11-03,89.0,5628
2023-11-03,92.0,6194
2023-11-04,21.0,9686
2023-11-04,14.0,5050
2023-11-04,83.0,7382
2023-11-04,86.0,3816
2023-11-04,42.0,190
2023-11-04,34.0,1322
2023-11-04,75.0,19031
2023-11-01,1.0,14289
2023-11-02,1.0,6763
2023-11-03,53.0,7823
2023-11-04,81.0,5817
2023-11-04,66.0,14731
2023-11-04,19.0,10489
2023-11-04,27.0,5969
2023-11-04,50.0,4747
2023-11-04,77.0,590
2023-11-04,1.0,1599
2023-11-04,92.0,6279
2023-11-04,47.0,15331
2023-11-04,53.0,8809
2023-11-04,93.0,6395
2023-11-04,89.0,5382
2023-11-04,11.0,7508
2023-11-05,79.0,5009
2023-11-05,14.0,191
2023-11-05,74.0,4691
2023-11-01,99.0,13587
2023-11-02,99.0,6690
2023-11-03,99.0,7247
2023-11-04,99.0,3529
2023-11-05,75.0,28308
2023-11-05,89.0,2958
2023-11-05,50.0,14534
2023-11-05,83.0,14325
2023-11-05,1.0,489
2023-11-05,21.0,3261
2023-11-05,99.0,4950
2023-11-04,33.0,8381
2023-11-04,68.0,8484
2023-11-05,4.0,9267
2023-11-05,15.0,4555
2023-11-05,34.0,286
2023-11-05,93.0,5973
2023-11-05,68.0,2409
2023-11-05,47.0,8876
2023-11-05,77.0,70
2023-11-05,92.0,15949
2023-11-05,66.0,7490
2023-11-05,27.0,3413
2023-11-05,19.0,9283
2023-11-06,79.0,6657
2023-11-06,99.0,9458
2023-11-05,33.0,9003
2023-11-06,14.0,3985
2023-11-06,77.0,8116
2023-11-06,83.0,4926
2023-11-06,15.0,3416
2023-11-06,74.0,17824
2023-11-06,21.0,9138
2023-11-06,75.0,4420
2023-11-06,11.0,11358
2023-11-06,62.0,3262
2023-11-06,33.0,11688
2023-11-05,53.0,4384
2023-11-05,42.0,8421
2023-11-05,11.0,8435
2023-11-06,50.0,4226
2023-11-06,1.0,30168
2023-11-06,53.0,2362
2023-11-06,92.0,6489
2023-11-06,47.0,5975
2023-11-06,66.0,15758
2023-11-06,27.0,22873
2023-11-06,19.0,11973
2023-11-06,34.0,2023
2023-11-06,93.0,12308
2023-11-06,89.0,6018
2023-11-07,83.0,6035
2023-11-06,42.0,3719
2023-11-07,27.0,12229
2023-11-07,21.0,11027
2023-11-07,74.0,15314
2023-11-07,99.0,7144
2023-11-07,75.0,6763
2023-11-07,4.0,3530
2023-11-07,62.0,5456
2023-11-05,81.0,6751
2023-11-06,81.0,9927
2023-11-06,4.0,16900
2023-11-07,15.0,4949
2023-11-07,68.0,11158
2023-11-07,47.0,1141
2023-11-07,92.0,6162
2023-11-07,14.0,6233
2023-11-07,79.0,1189
2023-11-07,77.0,3630
2023-11-07,50.0,14292
2023-11-07,19.0,17236
2023-11-07,66.0,12914
2023-11-07,11.0,5945
2023-11-07,93.0,11839
2023-11-07,34.0,1849
2023-11-07,33.0,15337
2023-11-07,42.0,12705
2023-11-08,83.0,5584
2023-11-08,74.0,15335
2023-11-07,81.0,11925
2023-11-08,79.0,113
2023-11-08,21.0,7776
2023-11-08,66.0,8581
2023-11-08,99.0,6536
2023-11-08,75.0,7628
2023-11-07,1.0,21217
2023-11-08,1.0,9578
2023-11-08,15.0,7885
2023-11-08,47.0,10035
2023-11-08,92.0,7002
2023-11-08,50.0,3554
2023-11-08,77.0,6575
2023-11-08,14.0,2256
2023-11-08,27.0,8484
2023-11-08,19.0,13272
2023-11-08,11.0,11274
2023-11-08,93.0,11783
2023-11-08,34.0,3199
2023-11-08,68.0,9718
2023-11-08,4.0,2548
2023-11-09,83.0,4263
2023-11-09,75.0,10194
2023-11-09,11.0,11800
2023-11-09,62.0,4158
2023-11-09,79.0,9735
2023-11-09,14.0,1298
2023-11-09,92.0,5003
2023-11-09,81.0,12090
2023-11-09,15.0,4859
2023-11-09,99.0,6096
2023-11-09,74.0,16384
2023-11-09,21.0,10257
2023-11-09,19.0,9601
2023-11-09,27.0,12998
2023-11-03,62.0,8033
2023-11-04,62.0,12081
2023-11-05,62.0,7155
2023-11-06,68.0,5797
2023-11-07,53.0,1835
2023-11-08,81.0,3058
2023-11-08,53.0,3184
2023-11-08,42.0,5668
2023-11-08,33.0,9266
2023-11-08,62.0,3755
2023-11-09,53.0,2067
2023-11-09,34.0,3256
2023-11-09,93.0,11064
2023-11-09,68.0,11619
2023-11-09,4.0,8340
2023-11-09,50.0,6014
2023-11-09,77.0,1013
2023-11-09,47.0,10931
2023-11-09,66.0,11631
2023-11-10,19.0,10450
2023-11-09,42.0,8282
2023-11-09,33.0,7997
2023-11-10,34.0,1546
2023-11-10,75.0,19032
2023-11-10,33.0,9952
2023-11-10,83.0,3939
2023-11-10,14.0,3089
2023-11-10,77.0,1980
2023-11-10,15.0,4148
2023-11-10,21.0,13196
2023-11-10,74.0,16347
2023-11-10,93.0,13686
2023-11-10,68.0,14248
2023-11-10,62.0,47682
2023-11-10,42.0,14299
2023-11-10,79.0,8093
2023-11-10,47.0,11465
2023-11-10,99.0,6926
2023-11-10,27.0,19496
2023-11-10,66.0,6874
2023-11-11,81.0,1448
2023-11-11,14.0,656
2023-11-11,68.0,2768
2023-11-11,4.0,1409
2023-11-11,75.0,19803
2023-11-11,34.0,1228
2023-11-11,27.0,3255
2023-11-11,74.0,10250
2023-11-11,83.0,4890
2023-11-11,92.0,8109
2023-11-11,77.0,4574
2023-11-09,1.0,15020
2023-11-10,81.0,2298
2023-11-10,53.0,2156
2023-11-10,4.0,7813
2023-11-10,50.0,7783
2023-11-11,33.0,5481
2023-11-11,19.0,15871
2023-11-11,15.0,8015
2023-11-11,53.0,9231
2023-11-11,93.0,12157
2023-11-11,21.0,5018
2023-11-11,66.0,11108
2023-11-11,47.0,10984
2023-11-11,1.0,4704
2023-11-11,79.0,12912
2023-11-12,74.0,5982
2023-11-12,83.0,2939
2023-11-12,14.0,9852
2023-11-10,1.0,1778
2023-11-11,50.0,16481
2023-11-11,72.0,16
2023-11-12,33.0,2405
2023-11-12,4.0,296
2023-11-12,11.0,8491
2023-11-12,75.0,17320
2023-11-12,53.0,4001
2023-11-12,27.0,5809
2023-11-12,99.0,9038
2023-11-12,15.0,2162
2023-11-12,47.0,6891
2023-11-12,1.0,580
2023-11-12,79.0,12965
2023-11-12,50.0,2681
2023-11-12,77.0,283
2023-11-07,89.0,9286
2023-11-08,89.0,6364
2023-11-10,11.0,5511
2023-11-10,92.0,5724
2023-11-11,11.0,6685
2023-11-12,68.0,6012
2023-11-12,93.0,3687
2023-11-12,34.0,406
2023-11-12,19.0,4878
2023-11-12,66.0,4712
2023-11-12,81.0,1627
2023-11-12,92.0,3526
2023-11-12,72.0,8342
2023-11-13,74.0,22885
2023-11-13,99.0,8009
2023-11-13,1.0,35532
2023-11-09,89.0,9866
2023-11-10,89.0,6601
2023-11-11,89.0,7774
2023-11-12,89.0,3801
2023-11-13,33.0,10822
2023-11-13,62.0,6254
2023-11-13,4.0,8056
2023-11-13,75.0,12485
2023-11-13,89.0,6790
2023-11-13,93.0,12620
2023-11-13,79.0,2814
2023-11-13,14.0,1038
2023-11-13,83.0,4562
2023-11-11,42.0,24488
2023-11-13,47.0,5240
2023-11-13,50.0,5312
2023-11-13,11.0,7741
2023-11-13,34.0,4180
2023-11-13,66.0,13674
2023-11-13,19.0,7781
2023-11-13,27.0,15123
2023-11-13,15.0,4637
2023-11-13,81.0,9834
2023-11-13,72.0,3524
2023-11-13,77.0,1952
2023-11-13,92.0,6751
2023-11-14,75.0,15318
2023-11-14,74.0,12570
2023-11-14,83.0,4740
2023-11-14,1.0,20278
2023-11-12,42.0,19497
2023-11-13,42.0,15841
2023-11-13,21.0,7757
2023-11-14,62.0,4749
2023-11-14,14.0,1621
2023-11-14,79.0,7323
2023-11-14,4.0,7851
2023-11-14,47.0,12831
2023-11-14,19.0,8408
2023-11-14,21.0,10198
2023-11-14,15.0,6123
2023-11-14,33.0,12688
2023-11-13,53.0,7680
2023-11-14,81.0,1976
2023-11-14,77.0,1175
2023-11-14,50.0,12789
2023-11-14,72.0,8542
2023-11-14,34.0,2460
2023-11-14,89.0,4739
2023-11-14,92.0,5897
2023-11-14,93.0,9908
2023-11-14,66.0,7672
2023-11-14,27.0,10292
2023-11-14,11.0,5807
2023-11-14,42.0,744
2023-11-15,74.0,21896
2023-11-15,83.0,4806
2023-11-14,86.0,105
2023-11-14,53.0,6505
2023-11-15,75.0,4935
2023-11-15,19.0,9797
2023-11-15,21.0,9018
2023-11-15,50.0,4176
2023-11-15,62.0,2102
2023-11-15,77.0,4843
2023-11-15,79.0,7557
2023-11-15,14.0,2125
2023-11-15,53.0,7661
2023-11-15,4.0,6361
2023-11-15,81.0,10562
2023-11-15,15.0,4750
2023-11-15,66.0,9396
2023-11-15,47.0,10380
2023-11-15,27.0,15878
2023-11-15,86.0,16355
2023-11-15,34.0,1243
2023-11-15,72.0,6170
2023-11-15,93.0,10810
2023-11-16,83.0,6744
2023-11-16,74.0,18186
2023-11-16,27.0,15882
2023-11-16,21.0,16345
2023-11-16,66.0,7975
2023-11-16,14.0,231
2023-11-16,79.0,5127
2023-11-16,15.0,5168
2023-11-16,4.0,7149
2023-11-16,53.0,8878
2023-11-16,34.0,1211
2023-11-16,75.0,4424
2023-11-11,62.0,3410
2023-11-12,62.0,6474
2023-11-15,11.0,8809
2023-11-16,50.0,3290
2023-11-15,92.0,6419
2023-11-16,19.0,14246
2023-11-16,92.0,5820
2023-11-16,77.0,2611
2023-11-16,72.0,7540
2023-11-16,47.0,11885
2023-11-16,62.0,40232
2023-11-16,86.0,7291
2023-11-16,93.0,11118
2023-11-16,89.0,8008
2023-11-16,11.0,10180
2023-11-17,62.0,34415
2023-11-17,53.0,2824
2023-11-17,74.0,16407
2023-11-17,83.0,3844
2023-11-17,15.0,6390
2023-11-15,42.0,18976
2023-11-16,42.0,9294
2023-11-17,4.0,7322
2023-11-17,89.0,4022
2023-11-17,75.0,18062
2023-11-17,21.0,10620
2023-11-17,27.0,17381
2023-11-17,77.0,1365
2023-11-17,50.0,3366
2023-11-17,79.0,9501
2023-11-17,14.0,1182
2023-11-17,81.0,2855
2023-11-14,99.0,5441
2023-11-15,1.0,15842
2023-11-16,1.0,8669
2023-11-16,81.0,4369
2023-11-17,93.0,8413
2023-11-17,34.0,4927
2023-11-17,11.0,8934
2023-11-17,19.0,12139
2023-11-17,66.0,13129
2023-11-17,1.0,1213
2023-11-17,72.0,8038
2023-11-17,47.0,7760
2023-11-18,75.0,30108
2023-11-18,14.0,2171
2023-11-13,68.0,4464
2023-11-14,68.0,9388
2023-11-15,68.0,11859
2023-11-15,99.0,7316
2023-11-16,99.0,4571
2023-11-16,68.0,2002
2023-11-17,68.0,6880
2023-11-17,99.0,6054
2023-11-18,53.0,6531
2023-11-18,34.0,276
2023-11-18,62.0,12520
2023-11-18,47.0,13387
2023-11-18,83.0,10014
2023-11-18,1.0,5037
2023-11-18,79.0,15154
2023-11-18,21.0,4279
2023-11-18,27.0,2225
2023-11-18,74.0,15986
2023-11-15,89.0,9414
2023-11-17,86.0,11298
2023-11-17,42.0,5466
2023-11-18,15.0,8525
2023-11-18,50.0,5271
2023-11-18,11.0,7077
2023-11-18,93.0,5331
2023-11-18,89.0,14310
2023-11-18,42.0,26028
2023-11-18,68.0,7809
2023-11-18,92.0,6370
2023-11-18,77.0,775
2023-11-18,72.0,10554
2023-11-18,19.0,3201
2023-11-18,66.0,9990
2023-11-19,75.0,19044
2023-11-19,79.0,3867
2023-11-19,74.0,4633
2023-11-18,86.0,3986
2023-11-19,34.0,519
2023-11-19,93.0,19340
2023-11-19,42.0,23477
2023-11-19,62.0,9272
2023-11-19,68.0,7503
2023-11-19,15.0,5323
2023-11-19,14.0,374
2023-11-19,83.0,7016
2023-11-19,21.0,624
2023-11-19,19.0,6095
2023-11-15,33.0,12347
2023-11-17,92.0,7061
2023-11-18,81.0,2871
2023-11-18,99.0,9153
2023-11-19,53.0,2087
2023-11-19,11.0,8257
2023-11-19,89.0,6531
2023-11-19,86.0,8304
2023-11-19,47.0,4964
2023-11-19,50.0,13473
2023-11-19,77.0,10143
2023-11-19,72.0,12643
2023-11-19,92.0,15734
2023-11-19,66.0,4871
2023-11-19,27.0,2368
2023-11-20,68.0,3123
2023-11-20,74.0,18307
